CIG,OGGETTO,AMMINISTRAZIONE APPALTANTE,RUP,DATA PUBBLICAZIONE,DATA AGGIUDICAZIONE,VALORE A BASE D’ASTA,VALORE AGGIUDICAZIONE,TIPOLOGIA CONTRATTO,LOCALIZZAZIONE
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6827B14A6&next=dettaglio_cig"" target=""_blank"">B6827B14A6</a></span>",DL + CSE FOTOVOLTAICO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80004350163&next=dettaglio_sa"" target=""_blank"">UNIVERSITA' DEGLI STUDI DI BERGAMO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6827B14A6&next=dettaglio_rup"" target=""_blank"">FEDERICA MOSCONI</a></span>",2025-04-16,2025-04-14,62000.0,62000.0,SERVIZI,Bergamo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5F13D6FD9&next=dettaglio_cig"" target=""_blank"">B5F13D6FD9</a></span>",ESPLETAMENTO INCARICO PROFESSIONALE PER L'AGGIORNAMENTO DEL PIANO DI UTILIZZAZIONE DEGLI ARENILI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02298490588&next=dettaglio_sa"" target=""_blank"">COMUNE DI POMEZIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5F13D6FD9&next=dettaglio_rup"" target=""_blank"">SIMONE DEL DOTTORE</a></span>",2025-03-10,2025-03-06,55000.0,55000.0,SERVIZI,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86DE7DA77&next=dettaglio_cig"" target=""_blank"">B86DE7DA77</a></span>",RDA 940002 AFFIDAMENTO DI UN SERVIZIO TRIENNALE DI QUALITY ASSURANCE PER CTU_1. ,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=04612750481&next=dettaglio_sa"" target=""_blank"">AZIENDA OSPEDALIERO UNIVERSITARIA CAREGGI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86DE7DA77&next=dettaglio_rup"" target=""_blank"">MICHELE BACHECHI</a></span>",2025-09-30,2025-09-29,118440.0,118440.0,SERVIZI,Firenze
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B774F39236&next=dettaglio_cig"" target=""_blank"">B774F39236</a></span>",SUTURATRICI DISPOSITIVI VARI ,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01661590891&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA PROVINCIALE DI SIRACUSA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B774F39236&next=dettaglio_rup"" target=""_blank"">NARDINA MAMMINO</a></span>",2025-06-27,2025-03-11,117600.0,117600.0,FORNITURE,Siracusa
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86B035930&next=dettaglio_cig"" target=""_blank"">B86B035930</a></span>",FORNITURA DI MACCHINARI PROFESSIONALI PER PULIZIA E SANIFICAZIONE DESTINATI AI PRESIDI SANITARI DELLA ASL BT,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=07026330725&next=dettaglio_sa"" target=""_blank"">SANITASERVICE ASL BAT S.R.L.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86B035930&next=dettaglio_rup"" target=""_blank"">DAMIANO MARIA SASSO</a></span>",2025-09-30,2025-09-29,121004.0,121004.0,FORNITURE,
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86DC3046A&next=dettaglio_cig"" target=""_blank"">B86DC3046A</a></span>",FORNITURA DI LIBRI DI TESTO NECESSARI PER LO STUDIO DEGLI UFFICIALI FREQUENTATORI E ALLIEVI UFFICIALI DELL'ACCADEMIA MILITARE DI MODENA.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80093240010&next=dettaglio_sa"" target=""_blank"">COMANDO PER LA FORMAZIONE, SPECIALIZZAZIONE E DOTTRINA DELL'ESERCITO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B86DC3046A&next=dettaglio_rup"" target=""_blank"">ALESSANDRO DE FELICE</a></span>",2025-09-30,2025-09-29,119743.07,119743.07,FORNITURE,Torino
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6848F0426&next=dettaglio_cig"" target=""_blank"">B6848F0426</a></span>",MEDICINALI 2025-2027- 3 - NOVARTIS _ LOTTO 121,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01598570354&next=dettaglio_sa"" target=""_blank"">AZIENDA UNITA' SANITARIA LOCALE DI REGGIO EMILIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6848F0426&next=dettaglio_rup"" target=""_blank"">MAURIZIA GAMBARELLI</a></span>",2025-04-15,2025-04-15,200235.53,200235.53,FORNITURE,Reggio nell'Emilia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B52F8ACD03&next=dettaglio_cig"" target=""_blank"">B52F8ACD03</a></span>",AFFIDAMENTO TRIENNALE DEL SERVIZIO DI EROGAZIONE DI CORSI DI FORMAZIONE IN MATERIA DI SALUTE E SICUREZZA SUL LAVORO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01770650909&next=dettaglio_sa"" target=""_blank"">MULTISS S.P.A.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B52F8ACD03&next=dettaglio_rup"" target=""_blank"">BARBARA FRANCO</a></span>",2025-06-30,2025-01-14,131840.0,131840.0,SERVIZI,Sassari
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5A637C023&next=dettaglio_cig"" target=""_blank"">B5A637C023</a></span>",ACCORDO QUADRO PER LAVORI DI MANUTENZIONE E TENUTA IN ESERCIZIO DEGLI IMPIANTI TECNOLOGICI DEGLI IMMOBILI E DEGLI AMBITI DEMANIALI DEL PORTO DI BARI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=08032850722&next=dettaglio_sa"" target=""_blank"">AUTORITA' DI SISTEMA PORTUALE DEL MARE ADRIATICO MERIDIONALE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5A637C023&next=dettaglio_rup"" target=""_blank"">ANTONIO PANTANELLA</a></span>",2025-06-13,2025-02-14,131801.53,131801.53,LAVORI,Brindisi
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7BF30667C&next=dettaglio_cig"" target=""_blank"">B7BF30667C</a></span>",FORNITURA DI N. 1 CARRELLO ELEVATORE MANITOU MODELLO ME 450 CON KIT E ABBONAMENTO INDUSTRIA 4.0 PER N. 5 ANNI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01159270329&next=dettaglio_sa"" target=""_blank"">PORTO DI TRIESTE SERVIZI S.R.L.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7BF30667C&next=dettaglio_rup"" target=""_blank"">MARCO STORCHI</a></span>",2025-07-24,2025-07-23,68050.0,68050.0,FORNITURE,Trieste
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7C008F1E6&next=dettaglio_cig"" target=""_blank"">B7C008F1E6</a></span>",LORVIQUA*30CPR RIV 100MG,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=09315660960&next=dettaglio_sa"" target=""_blank"">AZIENDA SOCIO SANITARIA TERRITORIALE (ASST) GRANDE OSPEDALE METROPOLITANO NIGUARDA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7C008F1E6&next=dettaglio_rup"" target=""_blank"">ALBERTO SALVATORE RUSSO</a></span>",2025-07-23,2025-07-22,109815.74999999999,53272.8,FORNITURE,Milano
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B772327402&next=dettaglio_cig"" target=""_blank"">B772327402</a></span>","LOTTO 69: PROCEDURA APERTA MATERIALE DI CONSUMO PER RADIOLOGIA INTERVENSTICA E CHIRURGIA VASCOLARE LOTTI DESERTI, NON AGGIUDICATI E ULTERIORI DISPOSITIVI - PER DESCRIZIONE COMPLETA VEDI CAPITOLATO TECNICO","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=04721290874&next=dettaglio_sa"" target=""_blank"">AZIENDA OSPEDALIERO UNIVERSIT ARIA POLICLINICO V. EMANUELE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B772327402&next=dettaglio_rup"" target=""_blank"">CALOGERO RAFFAELE ADDAMO</a></span>",2025-06-30,,42048.0,,FORNITURE,Catania
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7F1F3EA18&next=dettaglio_cig"" target=""_blank"">B7F1F3EA18</a></span>",RIABILITAZIONE ETÀ EVOLUTIVA SCRIGNO 5150 PRESTAZIONI DECRETO 535,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02613260187&next=dettaglio_sa"" target=""_blank"">AGENZIA DI TUTELA DELLA SALUTE DI PAVIA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B7F1F3EA18&next=dettaglio_rup"" target=""_blank"">VALENTINA POGGI</a></span>",2025-08-08,,230205.0,,SERVIZI,Pavia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B567186DE9&next=dettaglio_cig"" target=""_blank"">B567186DE9</a></span>",FORNITURA DI MANIPOLI E ACCESSORI PER L'U.O. DI ORTOPEDIA E TRAUMATOLOGIA DELL'ARNAS.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=05841770828&next=dettaglio_sa"" target=""_blank"">ARNAS CIVICO - DI CRISTINA - BENFRATELLI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B567186DE9&next=dettaglio_rup"" target=""_blank"">MARIA ERNESTA GAGLIARDO</a></span>",2025-01-30,2025-02-14,136162.2,136162.2,FORNITURE,Palermo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B568DE685C&next=dettaglio_cig"" target=""_blank"">B568DE685C</a></span>","FORNITURA DI ENERGIA ELETTRICA, MEDIANTE ADESIONE ALLA CONVENZIONE CONSIP ENERGIA ELETTRICA 21 – LOTTO 16, A FAVORE DEL CENTRO RIFORNIMENTO DI COMMISSARIATO DI PALERMO, DELLA DURATA DI 12 MESI, RELATIVO AL PERIODO DAL 01/05/2025 AL 30/04/2026.","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=96404830588&next=dettaglio_sa"" target=""_blank"">DIREZIONE DI INTENDENZA DEL COMANDO LOGISTICO DELL'ESERCITO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B568DE685C&next=dettaglio_rup"" target=""_blank"">PIETRO DENTICI</a></span>",2025-01-29,2025-05-01,80000.0,80000.0,SERVIZI,Palermo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B62F18EDBD&next=dettaglio_cig"" target=""_blank"">B62F18EDBD</a></span>","LAVORI DI REALIZZAZIONE NUOVA PISTA CICLABILE PER LA MESSA IN SICUREZZA PERCORRIBILITÀ S.R. 11. INCARICO PROFESSIONALE DELLA PROGETTAZIONE DI FATTIBILITA' TECNICO ECONOMICA, ESECUTIVA, COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE ED ESECUZIONE E DIREZIONE LAVORI","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00518900246&next=dettaglio_sa"" target=""_blank"">COMUNE DI ALTAVILLA VICENTINA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B62F18EDBD&next=dettaglio_rup"" target=""_blank"">GIANLUCA PAULETTO</a></span>",2025-03-25,2025-03-21,51898.0,51898.0,SERVIZI,Vicenza
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B77BE02E6F&next=dettaglio_cig"" target=""_blank"">B77BE02E6F</a></span>",DBO- ENTE MORALE CASE DI RIPOSO S. ANNA S. CATERINA INSERIMENTO DISABILI C/O CSRR COMUNITÀ PUZZLE 2025,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02406911202&next=dettaglio_sa"" target=""_blank"">SERV.SAN.REG.EM-RO USL DI BO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B77BE02E6F&next=dettaglio_rup"" target=""_blank"">ALBERTO MAURIZZI</a></span>",2025-07-01,,1224131.0,,SERVIZI,Bologna
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8C67BA53B&next=dettaglio_cig"" target=""_blank"">B8C67BA53B</a></span>",TRASPORTO SANITARIO DI EMERGENZA IN FORMA CONTINUATIVA,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=12685160017&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA ZERO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8C67BA53B&next=dettaglio_rup"" target=""_blank"">CRISTIAN ROLLE</a></span>",2025-10-23,,247000.0,,SERVIZI,Torino
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B57E273068&next=dettaglio_cig"" target=""_blank"">B57E273068</a></span>","NR011 - REALIZZAZIONE DELLA CICLOVIA TURISTICA LUNGO LA STRADA DI SERVIZIO DEL CANALE PRINCIPALE DELL'ACQUEDOTTO PUGLIESE, NELTRATTO TRA IL CONFINE CON LA BASILICATA (SPINAZZOLA) FINO A LOCOROTONDO IN CORRISPONDENZA DEL NODO IDRAULICO FIGAZZANO(LOCOROTONDO) - TRONCO III DAL NODO IDRICO OPERE 3 E 3BIS (GIOIA DEL COLLE) AL NODO IDRICO DI FIGAZZANO (CISTERNINO) - INDAGINI GEOGNOSTICHE","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00347000721&next=dettaglio_sa"" target=""_blank"">ACQUEDOTTO PUGLIESE SPA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B57E273068&next=dettaglio_rup"" target=""_blank"">ALFREDO ANGELO DEGIOVANNI</a></span>",2025-02-04,2022-08-02,49243.09,49243.09,SERVIZI,Bari
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B58102CBAA&next=dettaglio_cig"" target=""_blank"">B58102CBAA</a></span>",FORNITURA IN SERVICE DI UNA PIATTAFORMA BIOINFORMATICA PER L'ANALISI TERZIARIA DEL DATO GENOMICO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=93062260505&next=dettaglio_sa"" target=""_blank"">FONDAZIONE TOSCANA GABRIELE MONASTERIO PER LA RICERCA MEDICA E DI SANITA' PUBBLICA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B58102CBAA&next=dettaglio_rup"" target=""_blank"">GUSTAVO DEL LUPO</a></span>",2025-02-05,2025-02-05,48656.56,48656.56,SERVIZI,Pisa
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8D66593F2&next=dettaglio_cig"" target=""_blank"">B8D66593F2</a></span>",BUONI EDUCATIVI 03 - 1^FIN.25/26 - 774MQ,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00362170714&next=dettaglio_sa"" target=""_blank"">COMUNE DI CERIGNOLA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8D66593F2&next=dettaglio_rup"" target=""_blank"">DANIELA CONTE</a></span>",2025-10-28,,86174.0,,SERVIZI,Foggia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5ACFA62A5&next=dettaglio_cig"" target=""_blank"">B5ACFA62A5</a></span>",LOTTO I ALBO B FONDAZIONE OPERA SANTA RITA DA CASCIA ,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=01975410976&next=dettaglio_sa"" target=""_blank"">SOCIETA' DELLA SALUTE AREA PRATESE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5ACFA62A5&next=dettaglio_rup"" target=""_blank"">LORENA PAGANELLI</a></span>",2025-02-17,2025-01-01,445000.0,445000.0,SERVIZI,Prato
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B566C24CC0&next=dettaglio_cig"" target=""_blank"">B566C24CC0</a></span>",SERVIZIO DI TRASPORTO DELLE PERSONE CON DISABILITÀ FREQUENTANTI I CENTRI DIURNI DEL C.S.S.M.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02536070044&next=dettaglio_sa"" target=""_blank"">CONSORZIO PER I SERVIZI SOCIO-ASSISTENZIALI DEL MONREGALESE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B566C24CC0&next=dettaglio_rup"" target=""_blank"">SARA BOSIO</a></span>",2025-01-29,2025-03-20,103329.6,102296.3,SERVIZI,Cuneo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B523367248&next=dettaglio_cig"" target=""_blank"">B523367248</a></span>",RICHIESTA DI OFFERTA PER: N. 12 MONITOR LAVAGNA INTERATTIVA TOUCH SCREEN 86 E N. 12 CARRELLO/TROLLEY PER MONITOR DA 86,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=02201130610&next=dettaglio_sa"" target=""_blank"">AZIENDA OSPEDALIERA SANT'ANNA E SAN SEBASTIANO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B523367248&next=dettaglio_rup"" target=""_blank"">GIOVANNI SFERRAGATTA</a></span>",2025-01-09,,60000.0,,FORNITURE,Caserta
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B81DF552A2&next=dettaglio_cig"" target=""_blank"">B81DF552A2</a></span>",PROVINCIA DI MODENA INCARICO PER AFFIDAMENTO DEI LAVORI RELATIVI ALL'INTERVENTO: ER-URVI-001124,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=04570621005&next=dettaglio_sa"" target=""_blank"">CONSAP CONCESSIONARIA SERVIZI ASSICURATIVI PUBBLICI S.P.A.</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B81DF552A2&next=dettaglio_rup"" target=""_blank"">LEONARDO FRANCESCO NUCARA</a></span>",2025-09-04,2025-09-03,225906.16,225906.16,LAVORI,Roma
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B76CC06D54&next=dettaglio_cig"" target=""_blank"">B76CC06D54</a></span>","SERVIZIO DI STAMPA, INSTALLAZIONE E DISMISSIONE ADESIVI PUBBLICITARI SUI MEZZI AZIENDALI","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=04797180827&next=dettaglio_sa"" target=""_blank"">AMAT PALERMO SPA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B76CC06D54&next=dettaglio_rup"" target=""_blank"">MARGHERITA CAROLLO</a></span>",2025-06-26,,317685.76,,SERVIZI,Palermo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8228B6082&next=dettaglio_cig"" target=""_blank"">B8228B6082</a></span>",LOTTO246,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00303490189&next=dettaglio_sa"" target=""_blank"">FONDAZIONE IRCCS POLICLINICO 'S.MATTEO'</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8228B6082&next=dettaglio_rup"" target=""_blank"">OLIVIA PICCININI</a></span>",2025-09-04,2025-09-03,350000.0,350000.0,FORNITURE,Pavia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B774E71D27&next=dettaglio_cig"" target=""_blank"">B774E71D27</a></span>","FORNITURA E CONSEGNA URGENTE DI FARMACI, PARAFARMACI E ALTRO MATERIALE SANITARIO","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=06534340721&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA LOCALE BA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B774E71D27&next=dettaglio_rup"" target=""_blank"">VINCENZO NAPOLIELLO</a></span>",2025-06-27,,210000.0,,FORNITURE,Bari
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5B48BBE2A&next=dettaglio_cig"" target=""_blank"">B5B48BBE2A</a></span>",SERVIZIO DI MANUTENZIONE E RIPARAZIONE AUTOMEZZO MARCA IVECO MAGIRUS 260S31Y/PS MUINITO DI ATTREZZATURA DI COMPATTAZIONE MARCA MAZZOCCHIA TIPO ECOMAC2NB/23,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=05269961214&next=dettaglio_sa"" target=""_blank"">ANACAPRI SERVIZI SRL</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5B48BBE2A&next=dettaglio_rup"" target=""_blank"">PAOLO STAIANO</a></span>",2025-02-20,2024-02-19,22180.48,22180.48,SERVIZI,Napoli
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8BFD644ED&next=dettaglio_cig"" target=""_blank"">B8BFD644ED</a></span>",B9 - MONTELPARO,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=90038780442&next=dettaglio_sa"" target=""_blank"">PROVINCIA DI FERMO</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B8BFD644ED&next=dettaglio_rup"" target=""_blank"">GIAN LUCA RONGONI</a></span>",2025-10-22,,11814.33,,SERVIZI,Fermo
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B74232082C&next=dettaglio_cig"" target=""_blank"">B74232082C</a></span>","AGO PER ANESTESIA SPINALE PUNTA TIPO SPROTTE,ATRAUMATICO, IMBUSTATI SINGOLARMENTE, MONOUSO, STERILI, LATEX FREE. MISURE: 25G E 27G*88-90MM; 25G E 27G *100-120MM","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=90062670725&next=dettaglio_sa"" target=""_blank"">AZIENDA SANITARIA LOCALE BT</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B74232082C&next=dettaglio_rup"" target=""_blank"">FRANCESCO DALENO</a></span>",2025-06-13,,1296.0,,FORNITURE,Barletta-Andria-Trani
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B697E7723E&next=dettaglio_cig"" target=""_blank"">B697E7723E</a></span>",INFISSI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=81002190718&next=dettaglio_sa"" target=""_blank"">COMUNE DI ORDONA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B697E7723E&next=dettaglio_rup"" target=""_blank"">GIOVANNI PASSIANTE</a></span>",2025-04-23,,39800.0,,FORNITURE,Foggia
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B82410825D&next=dettaglio_cig"" target=""_blank"">B82410825D</a></span>",ACQUISTO TRADEUP FORTIGATE FG300E E SOSTITUZIONE CON UN FORTIGATE 100F E FORTICLOUD CON LICENZA 3 ANNI E PROXY SERVER PER LA SEDE DEL COMUNE DI CAMAIORE.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00190560466&next=dettaglio_sa"" target=""_blank"">COMUNE DI CAMAIORE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B82410825D&next=dettaglio_rup"" target=""_blank"">PIETRO GIANNINI</a></span>",2025-09-08,2025-09-05,8200.0,8200.0,FORNITURE,Lucca
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5B72CE6AF&next=dettaglio_cig"" target=""_blank"">B5B72CE6AF</a></span>",SERVIZIO DI VERIFICA E DI RIPRISTINO FUNZIONALE DELLE ATTREZZATURE D'OFFICINA E DI SOLLEVAMENTO IN DOTAZIONE AGLI ASSETTI MOBILI PER LE ESIGENZE DEL REPARTO MOBILE DI COMANDO E CONTROLLO DI BARI PALESE.,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=80006900726&next=dettaglio_sa"" target=""_blank"">QUARTIER GENERALE COMANDO SCUOLE A.M./III REGIONE AEREA BARI - PALESE</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B5B72CE6AF&next=dettaglio_rup"" target=""_blank"">SALVATORE FOGLIO</a></span>",2025-02-19,,4098.36,,SERVIZI,Bari
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B824C0B8AB&next=dettaglio_cig"" target=""_blank"">B824C0B8AB</a></span>",ADESIONE CONVENZIONE INNOVAPUGLIA PER ELETTROLITICA M IN AS 12,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=00727270720&next=dettaglio_sa"" target=""_blank"">ISTIUTO TUMORI GIOVANNI PAOLO II IRCCS BARI</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B824C0B8AB&next=dettaglio_rup"" target=""_blank"">FILIPPO TRAGNI</a></span>",2025-09-05,2025-09-05,2400.0,2400.0,FORNITURE,Bari
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B901D1FC4D&next=dettaglio_cig"" target=""_blank"">B901D1FC4D</a></span>",INCARICO DI CONSULENZA LEGALE IN MATERIA DI PROVVEDIMENTO DISCIPLINARE,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=03337111201&next=dettaglio_sa"" target=""_blank"">ASP CITTA' DI BOLOGNA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B901D1FC4D&next=dettaglio_rup"" target=""_blank"">AUGUSTO DE LUCA</a></span>",2025-11-07,,4760.0,,SERVIZI,Bologna
"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6608A0D94&next=dettaglio_cig"" target=""_blank"">B6608A0D94</a></span>",ACQUISTO CAVI CORDAMI,"<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?sa=90007460893&next=dettaglio_sa"" target=""_blank"">DIREZIONE DI INTENDENZA DELLA MARINA MILITARE DI AUGUSTA</a></span>","<span class=""like-pre""><a class=""link-Cig"" href=""/superset/recaptcha/?cig=B6608A0D94&next=dettaglio_rup"" target=""_blank"">SILVIO ROMEO FERRO</a></span>",2025-04-07,,2295.08,,FORNITURE,Siracusa
